#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AAOGEHLA_00547       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
ACLLDKKI_00764       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
AEJHNODO_02113       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
AFGIJLEJ_00603       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
AGFJAIOB_01140       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
AJLGKAEF_01775       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
ALKEPFII_02073       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
ANNGACNP_01501       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
AOGNHMMH_00868       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
APENGGJK_00672       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BANMEKJK_01708       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BCCPAFIA_00795       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BECJGIHE_02015       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BEFLLPAA_00691       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BFJHNGFN_00546       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BHOBNGCD_00688       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BKACPHIG_01545       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BKJCBHNP_00722       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
BLBDKCHK_01249       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CAHFJBDJ_01362       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CBMBPHDM_01131       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CBMEKAPF_00400       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CCBFLNFD_01096       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CCEDDBKP_01498       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CCFMKCFI_00772       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CDIBPHEP_01235       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
CFJMGMAF_01675       -          PRCI_C1_regulators   -           1.5e-156  530.3   7.7  1.7e-156  530.2   7.7   1.0   1   0   0   1   1   1   1 unannotated protein
